MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,WoodDeckSF,OpenPorchSF,EnclosedPorch,MoSold,YrSold,SaleType,SaleCondition,SalePrice
160,RM,21.0,1680,Reg,Lvl,Inside,BrDale,Norm,Twnhs,2Story,6,5,1973,1973,Gable,HdBoard,HdBoard,BrkFace,158.0,TA,TA,CBlock,TA,TA,No,BLQ,330,Unf,0,153,483,TA,483,504,987,1,1,1,2,TA,5,0,Detchd,1973.0,Unf,1,264,TA,0,0,0,11,2008,WD,Normal,100000
20,RL,75.0,9525,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,5,6,1995,2006,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1099,1099,Ex,1099,0,1099,0,1,1,3,Gd,6,0,Attchd,1999.0,Unf,1,352,TA,278,0,0,6,2008,WD,Normal,144000
50,RL,70.0,11767,Reg,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,5,6,1946,1995,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,352,Unf,0,416,768,Ex,768,432,1200,0,1,0,3,TA,6,0,Detchd,1946.0,Unf,1,240,TA,0,0,0,5,2008,WD,Normal,130500
70,RH,70.04995836802665,12155,IR1,Lvl,Inside,SWISU,Norm,1Fam,2Story,6,8,1925,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,156,Unf,0,516,672,TA,810,672,1482,0,2,0,4,Fa,7,0,Detchd,1934.0,Unf,1,400,TA,0,0,254,3,2008,WD,Normal,140000
70,RM,60.0,10440,Reg,Lvl,Inside,OldTown,Norm,1Fam,2Story,5,8,1904,2002,Gable,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,650,650,Gd,958,581,1539,0,2,0,3,Gd,8,1,Detchd,1983.0,Unf,2,686,Gd,70,78,68,6,2008,WD,Normal,157500
80,RL,82.0,9020,Reg,Lvl,Inside,NAmes,Norm,1Fam,SLvl,6,7,1966,1966,Gable,HdBoard,HdBoard,BrkFace,183.0,TA,TA,CBlock,TA,TA,Gd,Rec,312,ALQ,539,276,1127,TA,1165,0,1165,1,1,1,3,TA,6,0,Attchd,1966.0,RFn,2,490,Gd,0,129,0,5,2008,WD,Normal,174900
90,RL,80.0,8000,Reg,Lvl,Corner,NAmes,Artery,Duplex,1Story,5,4,1961,1961,Gable,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1800,1800,Ex,1800,0,1800,0,2,0,6,TA,10,0,Attchd,2005.0,Unf,0,0,TA,0,0,0,7,2007,WD,Normal,141000
50,RM,100.0,12665,IR1,Lvl,Inside,OldTown,Artery,1Fam,1.5Fin,5,8,1915,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,Mn,Unf,0,Unf,0,876,876,Gd,876,540,1416,0,1,1,4,TA,7,1,Detchd,1949.0,Unf,3,720,TA,418,0,194,6,2008,WD,Normal,153900
85,RL,70.04995836802665,16647,IR1,Lvl,CulDSac,Sawyer,RRAe,1Fam,SFoyer,5,5,1975,1981,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,1390,Unf,0,0,1390,TA,1701,0,1701,1,2,0,3,TA,6,2,Basment,1975.0,Fin,2,611,TA,0,0,0,1,2007,WD,Normal,171000
60,RL,75.0,9317,Reg,Lvl,Inside,SawyerW,Norm,1Fam,2Story,7,5,1993,1993,Gable,HdBoard,HdBoard,BrkFace,137.0,Gd,TA,PConc,Gd,TA,No,ALQ,513,Unf,0,227,740,Ex,1006,769,1775,1,2,1,3,Gd,7,1,Attchd,1993.0,Unf,2,425,TA,234,72,192,7,2009,WD,Normal,213000
20,RL,36.0,15523,IR1,Lvl,CulDSac,CollgCr,Norm,1Fam,1Story,5,6,1972,1972,Gable,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,460,Unf,0,404,864,Ex,864,0,864,1,1,0,3,TA,5,1,Attchd,1972.0,Unf,1,338,TA,0,0,0,8,2009,WD,Normal,133500
50,RL,75.0,45600,IR2,Bnk,Inside,ClearCr,Norm,1Fam,1.5Fin,6,8,1908,1997,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,907,907,TA,1307,1051,2358,0,3,0,5,TA,10,1,Detchd,1908.0,Unf,2,360,Fa,486,40,0,9,2008,WD,Normal,240000
80,RL,80.0,9600,Reg,Lvl,FR2,Veenker,Feedr,1Fam,SLvl,6,7,1976,1994,Hip,Plywood,Plywood,BrkFace,360.0,Gd,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,528,528,Ex,1094,761,1855,0,2,1,3,TA,7,1,Attchd,1976.0,RFn,2,512,TA,113,100,0,8,2007,WD,Normal,187000
120,RM,36.0,4435,Reg,Lvl,Inside,CollgCr,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,170.0,Gd,TA,PConc,Gd,TA,Av,GLQ,659,Unf,0,189,848,Ex,848,0,848,1,1,0,1,Gd,3,0,Attchd,2003.0,Fin,2,420,TA,140,0,0,11,2007,WD,Normal,131500
120,RL,70.04995836802665,3196,Reg,Lvl,Inside,Blmngtn,Norm,TwnhsE,1Story,8,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,40.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0,Unf,0,1273,1273,Ex,1456,0,1456,0,2,0,2,Gd,7,1,Attchd,2003.0,Fin,2,400,TA,143,20,0,5,2006,WD,Normal,215000
75,RL,53.0,7128,Reg,Lvl,Inside,Crawfor,Norm,1Fam,2.5Unf,7,5,1941,1950,Gable,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,364,Unf,0,554,918,Gd,918,728,1646,0,2,0,4,TA,7,2,Detchd,1941.0,Unf,1,240,TA,0,0,0,8,2007,WD,Normal,164000
80,RL,70.04995836802665,12095,IR1,Lvl,Corner,NAmes,Norm,1Fam,SLvl,6,6,1964,1964,Gable,MetalSd,HdBoard,BrkFace,115.0,TA,Gd,CBlock,TA,TA,Gd,Rec,564,Unf,0,563,1127,TA,1445,0,1445,0,1,1,3,TA,7,1,Attchd,1964.0,RFn,2,645,TA,180,0,0,8,2009,WD,Normal,158000
20,RL,102.0,17920,Reg,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,4,1955,1974,Hip,Wd Sdng,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,306,Rec,1085,372,1763,TA,1779,0,1779,1,1,1,3,TA,6,1,Attchd,1955.0,Unf,2,454,TA,0,418,0,7,2006,WD,Abnorml,170000
20,RL,70.04995836802665,6897,IR1,Lvl,Corner,Sawyer,Norm,1Fam,1Story,5,8,1962,2010,Gable,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,659,Unf,0,381,1040,Ex,1040,0,1040,1,1,1,3,TA,6,0,Detchd,1962.0,Unf,1,260,TA,0,104,0,4,2010,WD,Normal,127000
80,RL,70.04995836802665,10970,IR1,Low,Inside,CollgCr,Norm,1Fam,SLvl,6,6,1978,1978,Gable,Plywood,HdBoard,None,0.0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,505,LwQ,435,0,940,TA,1026,0,1026,1,1,0,3,TA,5,0,Detchd,1981.0,Unf,2,576,TA,0,0,34,10,2008,WD,Normal,147000
60,RL,65.0,8125,Reg,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,5,1994,1995,Gable,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,702,702,Gd,702,779,1481,0,2,1,3,TA,6,1,Attchd,1994.0,Fin,2,343,TA,0,36,0,3,2009,WD,Normal,174000
20,RL,80.0,10400,Reg,Lvl,Inside,NWAmes,Norm,1Fam,1Story,7,5,1976,1976,Gable,HdBoard,HdBoard,BrkFace,189.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,1090,1090,TA,1370,0,1370,0,2,0,3,TA,6,1,Attchd,1976.0,RFn,2,479,TA,0,0,0,6,2009,WD,Family,152000
60,RL,70.04995836802665,11029,IR1,Lvl,Corner,NWAmes,PosA,1Fam,2Story,6,7,1968,1984,Gable,HdBoard,HdBoard,BrkFace,220.0,TA,TA,CBlock,TA,TA,Mn,BLQ,619,Unf,0,435,1054,TA,1512,1142,2654,1,2,1,4,Gd,9,1,Attchd,1968.0,Unf,2,619,TA,0,65,0,8,2006,WD,Normal,250000
50,RL,55.0,7642,Reg,Lvl,Corner,Crawfor,Norm,1Fam,1.5Fin,7,8,1918,1998,Gable,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,912,912,Gd,912,514,1426,0,1,1,3,Gd,7,1,Detchd,1925.0,Unf,1,216,TA,0,240,0,6,2007,WD,Normal,189950
190,RL,75.0,11625,Reg,Lvl,Inside,Sawyer,Norm,2fmCon,1Story,5,4,1965,1965,Hip,Plywood,HdBoard,None,0.0,TA,TA,PConc,TA,TA,Mn,BLQ,841,Unf,0,198,1039,Ex,1039,0,1039,1,1,1,3,TA,6,0,Attchd,1965.0,Unf,2,504,TA,0,0,0,4,2010,WD,Normal,131500
20,RL,81.0,9672,Reg,Lvl,Corner,SawyerW,Norm,1Fam,1Story,6,5,1984,1985,Hip,HdBoard,Plywood,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,338,Unf,0,702,1040,TA,1097,0,1097,0,2,0,3,TA,6,0,Attchd,1986.0,Unf,2,480,TA,0,0,0,5,2010,WD,Normal,152000
20,RL,70.0,7931,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,5,1959,1959,Hip,BrkFace,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,1148,Unf,0,0,1148,TA,1148,0,1148,1,1,0,3,TA,6,0,Attchd,1959.0,Unf,1,672,TA,0,0,0,7,2009,WD,Normal,132500
20,FV,72.0,8640,Reg,Lvl,Inside,Somerst,Norm,1Fam,1Story,7,5,2007,2008,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1372,1372,Ex,1372,0,1372,0,2,0,3,Gd,6,0,Attchd,2008.0,Fin,2,529,TA,0,140,0,5,2008,New,Partial,250580
20,RL,70.04995836802665,8750,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,6,1970,1970,Gable,MetalSd,MetalSd,BrkFace,76.0,TA,TA,CBlock,TA,TA,No,BLQ,828,Unf,0,174,1002,TA,1002,0,1002,1,1,0,3,TA,5,0,Detchd,1973.0,Unf,2,902,TA,0,0,0,8,2009,WD,Normal,148500
20,RL,67.0,10656,IR1,HLS,Inside,Timber,Norm,1Fam,1Story,8,5,2006,2007,Gable,VinylSd,VinylSd,Stone,274.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1638,1638,Ex,1646,0,1646,0,2,0,3,Gd,6,1,Attchd,2007.0,RFn,3,870,TA,192,80,0,11,2007,New,Partial,248900
20,RL,85.0,6970,Reg,Lvl,Corner,Sawyer,Feedr,1Fam,1Story,4,5,1961,1961,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,932,Unf,0,108,1040,TA,1120,0,1120,1,1,1,3,Fa,5,0,Attchd,1961.0,RFn,2,544,TA,168,0,0,5,2007,WD,Normal,129000
60,RL,70.04995836802665,14762,IR2,Lvl,Corner,Gilbert,Feedr,1Fam,2Story,5,6,1948,1950,Gable,Plywood,Plywood,None,0.0,TA,TA,Slab,TA,TA,No,Unf,0,Unf,0,0,0,Gd,1547,720,2320,0,2,0,2,TA,7,1,Attchd,1979.0,Unf,2,672,TA,120,144,0,5,2006,WD,Normal,169000
60,RL,80.0,9938,Reg,Lvl,Inside,SawyerW,Norm,1Fam,2Story,7,5,1993,1994,Gable,MetalSd,MetalSd,BrkFace,246.0,Gd,TA,PConc,Gd,TA,No,GLQ,750,Unf,0,300,1050,Ex,1062,887,1949,1,2,1,3,Gd,8,1,Attchd,1993.0,Fin,2,574,TA,156,90,0,6,2010,WD,Normal,236000
20,RL,60.0,6600,Reg,Lvl,Inside,NAmes,PosN,1Fam,1Story,5,5,1962,1962,Hip,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,894,894,Gd,894,0,894,0,1,0,2,TA,5,0,Detchd,1962.0,Unf,1,308,TA,0,0,0,8,2009,WD,Normal,109500
60,RL,70.0,8750,Reg,Lvl,Inside,CollgCr,Norm,1Fam,2Story,6,5,1998,1998,Gable,VinylSd,VinylSd,BrkFace,116.0,TA,TA,PConc,Gd,TA,No,GLQ,505,Unf,0,299,804,Ex,804,878,1682,0,2,1,3,Gd,7,0,Attchd,1998.0,RFn,2,523,TA,0,77,0,6,2010,WD,Normal,200500
20,RL,74.0,8892,Reg,Lvl,Corner,NAmes,Norm,1Fam,1Story,5,7,1953,1996,Gable,WdShing,Wd Shng,None,0.0,Gd,TA,Stone,TA,TA,Av,Unf,0,Unf,0,105,105,Gd,910,0,910,0,1,0,3,Gd,5,0,Attchd,1953.0,Unf,2,414,TA,196,0,150,10,2008,WD,Normal,116000
40,RL,60.0,12144,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,7,1949,1950,Gable,HdBoard,HdBoard,None,0.0,Gd,TA,CBlock,TA,TA,No,Rec,375,Unf,0,457,832,Gd,1036,0,1268,0,1,0,3,TA,6,1,Attchd,1949.0,Unf,1,288,TA,0,28,0,9,2009,WD,Normal,133000
50,RM,52.0,5720,Reg,Lvl,Inside,OldTown,Artery,1Fam,1.5Fin,5,6,1941,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,676,676,Ex,676,455,1131,0,1,1,3,TA,5,0,Detchd,1941.0,Unf,1,200,TA,26,0,0,8,2009,WD,Abnorml,66500
60,FV,75.0,9000,Reg,Lvl,Inside,Somerst,Norm,1Fam,2Story,8,5,2007,2007,Gable,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,64,Unf,0,1120,1184,Ex,1184,1426,2610,0,2,1,4,Ex,11,1,BuiltIn,2007.0,Fin,2,550,TA,208,364,0,8,2007,New,Partial,303477
20,RL,94.0,25286,Reg,HLS,Inside,Mitchel,Norm,1Fam,1Story,4,5,1963,1963,Gable,HdBoard,Plywood,None,0.0,TA,TA,PConc,TA,TA,Gd,ALQ,633,Unf,0,431,1064,Gd,1040,0,1040,1,1,0,3,TA,5,0,Attchd,1963.0,Unf,2,648,TA,0,0,0,1,2007,WD,Normal,132250
60,RL,74.0,8834,Reg,Lvl,Inside,NridgHt,Norm,1Fam,2Story,9,5,2004,2005,Hip,VinylSd,VinylSd,Stone,216.0,Gd,TA,PConc,Ex,TA,No,GLQ,1170,Unf,0,292,1462,Ex,1462,762,2224,1,2,1,4,Ex,10,1,Attchd,2004.0,Fin,3,738,TA,184,0,0,6,2009,WD,Normal,350000
85,RL,88.0,11782,IR1,Lvl,Inside,Sawyer,Norm,1Fam,SFoyer,5,7,1961,1995,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,899,Unf,0,210,1109,TA,1155,0,1155,1,1,0,3,Gd,6,0,Detchd,1987.0,Unf,2,576,TA,192,0,0,6,2010,WD,Normal,148000
20,RL,70.04995836802665,7000,IR1,Lvl,CulDSac,CollgCr,Norm,1Fam,1Story,5,8,1978,2005,Gable,VinylSd,VinylSd,BrkFace,90.0,Gd,Gd,CBlock,TA,TA,No,ALQ,646,Unf,0,218,864,Ex,864,0,864,1,1,0,3,TA,6,0,Attchd,1978.0,Unf,1,336,TA,0,0,0,7,2009,WD,Normal,136500
20,RL,60.0,7024,Reg,Lvl,Inside,Edwards,Norm,1Fam,1Story,5,5,2005,2006,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Ex,Gd,No,ALQ,980,Unf,0,110,1090,Gd,1090,0,1090,1,1,1,2,TA,5,0,Attchd,2005.0,Fin,2,450,TA,0,49,0,6,2007,WD,Normal,157000
50,RL,44.0,13758,IR1,Lvl,CulDSac,Timber,Norm,1Fam,1.5Fin,7,5,1990,1991,Gable,HdBoard,HdBoard,BrkFace,117.0,Gd,Gd,CBlock,Gd,TA,Mn,LwQ,902,Unf,0,254,1156,Ex,1187,530,1717,0,2,1,3,Gd,7,1,Attchd,1990.0,RFn,2,400,TA,168,36,0,4,2007,WD,Normal,187500
60,RL,70.04995836802665,9636,IR1,Lvl,Corner,Gilbert,Norm,1Fam,2Story,6,5,1992,1993,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,808,808,Gd,808,785,1593,0,2,1,3,TA,7,1,BuiltIn,1993.0,RFn,2,389,TA,342,40,0,12,2009,WD,Normal,178000
75,RL,60.0,6204,Reg,Bnk,Inside,SWISU,Norm,1Fam,2.5Fin,4,5,1912,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,TA,Fa,No,Unf,0,Unf,0,795,795,TA,954,795,2230,1,1,0,5,TA,10,0,Detchd,1997.0,Unf,1,440,TA,0,188,0,3,2006,WD,Normal,118500
20,RL,65.0,7150,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,5,1967,1967,Gable,HdBoard,HdBoard,BrkFace,60.0,TA,TA,CBlock,TA,TA,No,BLQ,432,Unf,0,460,892,TA,892,0,892,0,1,0,3,TA,5,0,Attchd,1967.0,RFn,1,288,TA,0,0,0,7,2009,WD,Normal,100000
120,FV,50.0,5119,IR1,Lvl,CulDSac,Somerst,Norm,TwnhsE,1Story,9,5,1999,2000,Gable,MetalSd,MetalSd,BrkFace,60.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1238,Unf,0,460,1698,Ex,1709,0,1709,1,2,0,2,Gd,5,1,Attchd,1999.0,Fin,2,506,TA,97,65,0,1,2008,CWD,Abnorml,328900
90,RL,70.0,8393,Reg,Lvl,Corner,NAmes,Norm,Duplex,1Story,5,5,1959,2005,Gable,MetalSd,MetalSd,BrkFace,122.0,TA,TA,CBlock,TA,TA,No,LwQ,528,Unf,0,1098,1626,Ex,1712,0,1712,0,2,0,4,TA,8,0,Attchd,2005.0,Fin,2,588,TA,272,54,0,6,2006,WD,Family,145000
50,RL,59.0,16466,IR1,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,5,7,1955,1955,Gable,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,TA,TA,No,Unf,0,Unf,0,816,816,TA,872,521,1393,0,1,1,3,TA,8,0,Attchd,1955.0,Unf,1,300,TA,121,0,0,4,2008,WD,Normal,135500
20,RL,95.0,15865,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,8,6,1970,1970,Flat,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,PConc,TA,Gd,Gd,ALQ,351,Rec,823,1043,2217,Ex,2217,0,2217,1,2,0,4,Gd,8,1,Attchd,1970.0,Unf,2,621,TA,81,207,0,10,2007,WD,Normal,268000
20,RL,128.0,12160,Reg,Lvl,Inside,NAmes,Feedr,1Fam,1Story,6,4,1953,1953,Hip,Wd Sdng,Wd Sdng,BrkFace,90.0,TA,TA,CBlock,TA,TA,No,BLQ,1024,Unf,0,481,1505,Ex,1505,0,1505,1,1,0,2,TA,6,1,Attchd,1953.0,RFn,2,505,TA,0,0,0,2,2009,WD,Normal,149500
50,RL,60.0,8064,Reg,Lvl,Corner,NAmes,Artery,1Fam,1.5Fin,5,7,1949,2006,Gable,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,Mn,Unf,0,Unf,0,672,672,Ex,672,252,924,0,1,0,3,TA,6,1,Detchd,2003.0,Unf,2,576,TA,0,0,0,7,2007,WD,Normal,122900
60,RL,70.0,11184,Reg,Lvl,Inside,Sawyer,Norm,1Fam,2Story,6,5,1978,1978,Hip,HdBoard,HdBoard,BrkFace,92.0,TA,TA,CBlock,TA,TA,No,LwQ,226,Rec,500,192,918,Gd,918,765,1683,0,2,1,3,TA,7,1,Attchd,1978.0,RFn,2,440,TA,243,0,0,7,2009,WD,Normal,172500
20,RL,70.0,8414,Reg,Lvl,Inside,Sawyer,Norm,1Fam,1Story,6,8,1963,2003,Hip,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,663,Unf,0,396,1059,TA,1068,0,1068,0,1,0,3,TA,6,0,Attchd,1963.0,RFn,1,264,TA,192,0,0,2,2006,WD,Normal,154500
20,RL,70.04995836802665,13284,Reg,Lvl,Inside,Sawyer,PosN,1Fam,1Story,5,5,1954,1954,Gable,Wd Sdng,Plywood,None,0.0,TA,TA,PConc,Gd,TA,Mn,BLQ,1064,Unf,0,319,1383,TA,1383,0,1383,1,1,0,3,TA,6,1,Attchd,1954.0,Unf,1,354,TA,511,116,0,6,2008,WD,Normal,165000
90,RL,64.0,7018,Reg,Bnk,Inside,SawyerW,Norm,Duplex,1Story,5,5,1979,1979,Gable,Plywood,Plywood,None,0.0,TA,TA,Slab,TA,TA,No,Unf,0,Unf,0,0,0,TA,1535,0,1535,0,2,0,4,TA,8,0,Attchd,1979.0,Unf,2,400,TA,0,0,0,6,2009,WD,Alloca,118858
60,RL,71.0,7056,Reg,Lvl,Inside,NAmes,Norm,1Fam,2Story,6,5,1963,1963,Hip,HdBoard,HdBoard,BrkFace,415.0,TA,TA,CBlock,TA,TA,No,BLQ,400,Unf,0,380,780,TA,983,813,1796,1,1,1,4,TA,8,1,Attchd,1963.0,RFn,2,483,TA,0,50,0,10,2008,WD,Normal,140000
30,RM,50.0,8765,Reg,Lvl,Inside,IDOTRR,Norm,1Fam,1Story,4,6,1936,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,285,Unf,0,666,951,Ex,951,0,951,0,1,0,2,TA,6,0,Detchd,1936.0,Unf,1,327,TA,0,28,0,4,2006,WD,Abnorml,106500
90,RL,64.0,7018,Reg,Lvl,Inside,SawyerW,Feedr,Duplex,2Story,5,5,1979,1979,Gable,Plywood,Plywood,None,0.0,TA,TA,Slab,TA,TA,No,Unf,0,Unf,0,0,0,TA,1120,1120,2240,0,2,0,6,TA,12,0,Detchd,1979.0,Unf,2,528,TA,154,0,0,6,2009,WD,Alloca,142953
20,RL,100.0,12919,IR1,Lvl,Inside,NridgHt,Norm,1Fam,1Story,9,5,2009,2010,Hip,VinylSd,VinylSd,Stone,760.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,2188,Unf,0,142,2330,Ex,2364,0,2364,1,2,1,2,Ex,11,2,Attchd,2009.0,Fin,3,820,TA,0,67,0,3,2010,New,Partial,611657
20,RL,65.0,6993,Reg,Lvl,Inside,Sawyer,Feedr,1Fam,1Story,5,7,1961,1994,Gable,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,465,Unf,0,447,912,TA,1236,0,1236,0,1,0,3,TA,6,1,Attchd,1961.0,Unf,1,288,TA,0,0,0,6,2006,WD,Normal,135000
20,RL,70.04995836802665,7340,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,4,6,1971,1971,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,322,Unf,0,536,858,TA,858,0,858,0,1,0,2,TA,4,0,Detchd,1979.0,Unf,1,684,TA,0,0,0,6,2007,WD,Normal,110000
20,RL,64.0,8712,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,7,1957,2000,Hip,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,Mn,BLQ,860,Unf,0,132,992,TA,1306,0,1306,1,1,0,2,TA,5,0,Detchd,1968.0,Unf,1,756,TA,0,0,0,5,2009,WD,Normal,153000
60,RL,63.0,7875,Reg,Lvl,Inside,Gilbert,Norm,1Fam,2Story,7,5,2003,2003,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,783,783,Ex,807,702,1509,0,2,1,3,Gd,8,1,Attchd,2003.0,Fin,2,393,TA,0,75,0,7,2006,WD,Normal,180000
20,RL,50.0,14859,IR1,HLS,CulDSac,Gilbert,Norm,1Fam,1Story,7,5,2006,2006,Hip,VinylSd,VinylSd,BrkFace,27.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1670,1670,Ex,1670,0,1670,0,2,0,3,Gd,7,1,Attchd,2006.0,RFn,3,690,TA,144,60,0,8,2006,New,Partial,240000
20,RL,70.04995836802665,6173,IR1,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,6,1967,1967,Gable,HdBoard,Wd Sdng,BrkFace,75.0,TA,TA,CBlock,TA,TA,No,GLQ,599,Unf,0,277,876,TA,902,0,902,0,1,0,3,TA,6,0,Attchd,1967.0,Unf,1,288,TA,0,0,0,8,2007,WD,Normal,125500
20,RL,80.0,9920,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,5,1954,1954,Gable,HdBoard,HdBoard,Stone,110.0,TA,TA,CBlock,TA,TA,No,Rec,354,LwQ,290,412,1056,TA,1063,0,1063,1,1,0,3,TA,6,0,Attchd,1954.0,RFn,1,280,TA,0,0,164,2,2010,WD,Normal,128000
20,RL,116.0,13501,IR1,Lvl,Corner,Somerst,Norm,1Fam,1Story,8,5,2006,2006,Gable,VinylSd,VinylSd,Stone,208.0,Gd,TA,PConc,Gd,TA,No,GLQ,63,Unf,0,1560,1623,Ex,1636,0,1636,1,2,0,3,Gd,8,1,Attchd,2006.0,RFn,3,865,TA,0,60,0,6,2007,WD,Normal,255000
50,RL,86.0,11500,IR1,Lvl,Inside,Crawfor,Norm,1Fam,1.5Fin,7,7,1936,1987,Gable,BrkFace,BrkFace,None,0.0,Gd,TA,CBlock,Gd,TA,No,Rec,223,Unf,0,794,1017,Gd,1020,1037,2057,0,1,1,3,Gd,6,1,Attchd,1936.0,Fin,1,180,Fa,0,0,0,6,2006,WD,Normal,250000
20,RL,70.04995836802665,8885,IR1,Low,Inside,Mitchel,Norm,1Fam,1Story,5,5,1983,1983,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Av,BLQ,301,ALQ,324,239,864,TA,902,0,902,1,1,0,2,TA,5,0,Attchd,1983.0,Unf,2,484,TA,164,0,0,6,2006,WD,Normal,131000
60,RL,149.0,12589,IR2,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,5,2005,2005,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,742,742,Ex,742,742,1484,0,2,1,3,Gd,8,1,Attchd,2005.0,Fin,2,390,TA,36,24,0,6,2009,WD,Normal,174000
